年,出番順,コンビ名,合計得点,偏差値,合計得点_7人換算,平均点,出場組数,審査員人数,大会平均,大会平均_7人換算,審査員得点_大会平均,きよし,青島,小朝,石井,鴻上,松本,紳助,談志,カウス,洋七,大竹,南原,渡辺,巨人,上沼,東国原,宮迫,哲夫,佐藤,石田,富澤,徳井,吉田,岩尾,増田,礼二,大吉,塙,志らく,邦子,ともこ,きよし_平均,青島_平均,小朝_平均,石井_平均,鴻上_平均,松本_平均,紳助_平均,談志_平均,カウス_平均,洋七_平均,大竹_平均,南原_平均,渡辺_平均,巨人_平均,上沼_平均,東国原_平均,宮迫_平均,哲夫_平均,佐藤_平均,石田_平均,富澤_平均,徳井_平均,吉田_平均,岩尾_平均,増田_平均,礼二_平均,大吉_平均,塙_平均,志らく_平均,邦子_平均,ともこ_平均,きよし_偏差値,青島_偏差値,小朝_偏差値,石井_偏差値,鴻上_偏差値,松本_偏差値,紳助_偏差値,談志_偏差値,カウス_偏差値,洋七_偏差値,大竹_偏差値,南原_偏差値,渡辺_偏差値,巨人_偏差値,上沼_偏差値,東国原_偏差値,宮迫_偏差値,哲夫_偏差値,佐藤_偏差値,石田_偏差値,富澤_偏差値,徳井_偏差値,吉田_偏差値,岩尾_偏差値,増田_偏差値,礼二_偏差値,大吉_偏差値,塙_偏差値,志らく_偏差値,邦子_偏差値,ともこ_偏差値
2016,8,さらば青春の光,448,47.72,627.2,89.6,9,5,450.67,630.93,90.13,,,,,,90.0,,,,,,,,87.0,91.0,,,,,,,,,,,90.0,90.0,,,,,,,,,,89.11111111111111,,,,,,,,90.44444444444444,90.66666666666667,,,,,,,,,,,90.55555555555556,89.88888888888889,,,,,,,,,,52.68,,,,,,,,40.07,50.82,,,,,,,,,,,47.82,50.62,,,,
2016,9,和牛,469,65.67,656.6,93.8,9,5,450.67,630.93,90.13,,,,,,93.0,,,,,,,,95.0,95.0,,,,,,,,,,,95.0,91.0,,,,,,,,,,89.11111111111111,,,,,,,,90.44444444444444,90.66666666666667,,,,,,,,,,,90.55555555555556,89.88888888888889,,,,,,,,,,61.73,,,,,,,,63.14,60.69,,,,,,,,,,,67.47,56.2,,,,
2017,1,ゆにばーす,626,43.98,626.0,89.43,10,7,634.3,634.3,90.61,,,91.0,,,87.0,,,,,,,87.0,89.0,90.0,,,,,,,,,,,90.0,92.0,,,,,,,91.0,,,90.1,,,,,,,90.0,90.4,90.4,,,,,,,,,,,90.9,91.5,,,,,,,50.0,,,41.23,,,,,,,37.95,45.58,48.79,,,,,,,,,,,45.31,53.07,,,,
2017,2,カミナリ,618,38.17,618.0,88.29,10,7,634.3,634.3,90.61,,,90.0,,,85.0,,,,,,,86.0,87.0,90.0,,,,,,,,,,,89.0,91.0,,,,,,,91.0,,,90.1,,,,,,,90.0,90.4,90.4,,,,,,,,,,,90.9,91.5,,,,,,,43.26,,,35.57,,,,,,,33.94,39.27,48.79,,,,,,,,,,,40.11,46.93,,,,
2017,3,とろサーモン,645,57.77,645.0,92.14,10,7,634.3,634.3,90.61,,,93.0,,,92.0,,,,,,,93.0,88.0,93.0,,,,,,,,,,,93.0,93.0,,,,,,,91.0,,,90.1,,,,,,,90.0,90.4,90.4,,,,,,,,,,,90.9,91.5,,,,,,,63.48,,,55.38,,,,,,,62.05,42.43,57.9,,,,,,,,,,,60.93,59.21,,,,
2017,4,スーパーマラドーナ,640,54.14,640.0,91.43,10,7,634.3,634.3,90.61,,,91.0,,,90.0,,,,,,,91.0,94.0,89.0,,,,,,,,,,,92.0,93.0,,,,,,,91.0,,,90.1,,,,,,,90.0,90.4,90.4,,,,,,,,,,,90.9,91.5,,,,,,,50.0,,,49.72,,,,,,,54.02,61.36,45.75,,,,,,,,,,,55.73,59.21,,,,
2017,5,かまいたち,640,54.14,640.0,91.43,10,7,634.3,634.3,90.61,,,90.0,,,91.0,,,,,,,89.0,95.0,89.0,,,,,,,,,,,94.0,92.0,,,,,,,91.0,,,90.1,,,,,,,90.0,90.4,90.4,,,,,,,,,,,90.9,91.5,,,,,,,43.26,,,52.55,,,,,,,45.98,64.52,45.75,,,,,,,,,,,66.14,53.07,,,,
2017,6,マヂカルラブリー,607,30.18,607.0,86.71,10,7,634.3,634.3,90.61,,,89.0,,,84.0,,,,,,,89.0,86.0,83.0,,,,,,,,,,,88.0,88.0,,,,,,,91.0,,,90.1,,,,,,,90.0,90.4,90.4,,,,,,,,,,,90.9,91.5,,,,,,,36.52,,,32.74,,,,,,,45.98,36.11,27.52,,,,,,,,,,,34.9,28.5,,,,
2017,7,さや香,628,45.43,628.0,89.71,10,7,634.3,634.3,90.61,,,90.0,,,90.0,,,,,,,91.0,87.0,90.0,,,,,,,,,,,90.0,90.0,,,,,,,91.0,,,90.1,,,,,,,90.0,90.4,90.4,,,,,,,,,,,90.9,91.5,,,,,,,43.26,,,49.72,,,,,,,54.02,39.27,48.79,,,,,,,,,,,45.31,40.79,,,,
2017,8,ミキ,650,61.4,650.0,92.86,10,7,634.3,634.3,90.61,,,92.0,,,94.0,,,,,,,94.0,93.0,95.0,,,,,,,,,,,91.0,91.0,,,,,,,91.0,,,90.1,,,,,,,90.0,90.4,90.4,,,,,,,,,,,90.9,91.5,,,,,,,56.74,,,61.04,,,,,,,66.06,58.21,63.97,,,,,,,,,,,50.52,46.93,,,,
2017,9,和牛,653,63.57,653.0,93.29,10,7,634.3,634.3,90.61,,,94.0,,,93.0,,,,,,,92.0,92.0,95.0,,,,,,,,,,,93.0,94.0,,,,,,,91.0,,,90.1,,,,,,,90.0,90.4,90.4,,,,,,,,,,,90.9,91.5,,,,,,,70.23,,,58.21,,,,,,,58.03,55.05,63.97,,,,,,,,,,,60.93,65.36,,,,
2017,10,ジャルジャル,636,51.23,636.0,90.86,10,7,634.3,634.3,90.61,,,90.0,,,95.0,,,,,,,88.0,93.0,90.0,,,,,,,,,,,89.0,91.0,,,,,,,91.0,,,90.1,,,,,,,90.0,90.4,90.4,,,,,,,,,,,90.9,91.5,,,,,,,43.26,,,63.86,,,,,,,41.97,58.21,48.79,,,,,,,,,,,40.11,46.93,,,,
2018,1,見取り図,606,38.41,606.0,86.57,10,7,630.4,630.4,90.06,,,,,,83.0,,,,,,,,88.0,88.0,,,,,,86.0,,,,,91.0,,85.0,85.0,,,,,,,,88.2,,,,,,,,89.0,91.1,,,,,,89.1,,,,,92.0,,90.5,90.5,,,,,,,,38.12,,,,,,,,46.46,43.71,,,,,,34.67,,,,,44.73,,37.4,37.84,,
2018,2,スーパーマラドーナ,617,43.63,617.0,88.14,10,7,630.4,630.4,90.06,,,,,,85.0,,,,,,,,87.0,89.0,,,,,,89.0,,,,,90.0,,89.0,88.0,,,,,,,,88.2,,,,,,,,89.0,91.1,,,,,,89.1,,,,,92.0,,90.5,90.5,,,,,,,,42.69,,,,,,,,42.93,45.74,,,,,,49.51,,,,,39.46,,46.56,44.47,,
2018,3,かまいたち,636,52.66,636.0,90.86,10,7,630.4,630.4,90.06,,,,,,90.0,,,,,,,,89.0,94.0,,,,,,91.0,,,,,92.0,,92.0,88.0,,,,,,,,88.2,,,,,,,,89.0,91.1,,,,,,89.1,,,,,92.0,,90.5,90.5,,,,,,,,54.11,,,,,,,,50.0,55.88,,,,,,59.39,,,,,50.0,,53.44,44.47,,
2018,4,ジャルジャル,648,58.36,648.0,92.57,10,7,630.4,630.4,90.06,,,,,,92.0,,,,,,,,93.0,88.0,,,,,,90.0,,,,,93.0,,93.0,99.0,,,,,,,,88.2,,,,,,,,89.0,91.1,,,,,,89.1,,,,,92.0,,90.5,90.5,,,,,,,,58.68,,,,,,,,64.14,43.71,,,,,,54.45,,,,,55.27,,55.73,68.8,,
2018,5,ギャロップ,614,42.21,614.0,87.71,10,7,630.4,630.4,90.06,,,,,,86.0,,,,,,,,87.0,89.0,,,,,,87.0,,,,,90.0,,89.0,86.0,,,,,,,,88.2,,,,,,,,89.0,91.1,,,,,,89.1,,,,,92.0,,90.5,90.5,,,,,,,,44.97,,,,,,,,42.93,45.74,,,,,,39.62,,,,,39.46,,46.56,40.05,,
2018,6,ゆにばーす,594,32.7,594.0,84.86,10,7,630.4,630.4,90.06,,,,,,80.0,,,,,,,,84.0,84.0,,,,,,86.0,,,,,91.0,,82.0,87.0,,,,,,,,88.2,,,,,,,,89.0,91.1,,,,,,89.1,,,,,92.0,,90.5,90.5,,,,,,,,31.27,,,,,,,,32.32,35.59,,,,,,34.67,,,,,44.73,,30.53,42.26,,
2018,7,ミキ,638,53.61,638.0,91.14,10,7,630.4,630.4,90.06,,,,,,88.0,,,,,,,,90.0,98.0,,,,,,90.0,,,,,93.0,,90.0,89.0,,,,,,,,88.2,,,,,,,,89.0,91.1,,,,,,89.1,,,,,92.0,,90.5,90.5,,,,,,,,49.54,,,,,,,,53.54,64.0,,,,,,54.45,,,,,55.27,,48.85,46.68,,
2018,8,トム・ブラウン,633,51.24,633.0,90.43,10,7,630.4,630.4,90.06,,,,,,91.0,,,,,,,,87.0,86.0,,,,,,89.0,,,,,90.0,,93.0,97.0,,,,,,,,88.2,,,,,,,,89.0,91.1,,,,,,89.1,,,,,92.0,,90.5,90.5,,,,,,,,56.4,,,,,,,,42.93,39.65,,,,,,49.51,,,,,39.46,,55.73,64.37,,
2018,9,霜降り明星,662,65.02,662.0,94.57,10,7,630.4,630.4,90.06,,,,,,94.0,,,,,,,,93.0,97.0,,,,,,91.0,,,,,96.0,,98.0,93.0,,,,,,,,88.2,,,,,,,,89.0,91.1,,,,,,89.1,,,,,92.0,,90.5,90.5,,,,,,,,63.25,,,,,,,,64.14,61.97,,,,,,59.39,,,,,71.08,,67.18,55.53,,
2018,10,和牛,656,62.17,656.0,93.71,10,7,630.4,630.4,90.06,,,,,,93.0,,,,,,,,92.0,98.0,,,,,,92.0,,,,,94.0,,94.0,93.0,,,,,,,,88.2,,,,,,,,89.0,91.1,,,,,,89.1,,,,,92.0,,90.5,90.5,,,,,,,,60.97,,,,,,,,60.61,64.0,,,,,,64.34,,,,,60.54,,58.02,55.53,,
2019,1,ニューヨーク,616,32.25,616.0,88.0,10,7,645.8,645.8,92.26,,,,,,82.0,,,,,,,,87.0,90.0,,,,,,88.0,,,,,88.0,,91.0,90.0,,,,,,,,90.8,,,,,,,,92.4,93.9,,,,,,91.5,,,,,92.6,,92.6,92.0,,,,,,,,27.83,,,,,,,,27.26,31.59,,,,,,35.53,,,,,27.11,,44.9,43.74,,
2019,2,かまいたち,660,58.46,660.0,94.29,10,7,645.8,645.8,92.26,,,,,,95.0,,,,,,,,93.0,95.0,,,,,,93.0,,,,,94.0,,95.0,95.0,,,,,,,,90.8,,,,,,,,92.4,93.9,,,,,,91.5,,,,,92.6,,92.6,92.0,,,,,,,,60.58,,,,,,,,52.53,55.19,,,,,,56.2,,,,,56.97,,57.65,59.39,,
2019,3,和牛,652,53.69,652.0,93.14,10,7,645.8,645.8,92.26,,,,,,92.0,,,,,,,,92.0,92.0,,,,,,91.0,,,,,93.0,,96.0,96.0,,,,,,,,90.8,,,,,,,,92.4,93.9,,,,,,91.5,,,,,92.6,,92.6,92.0,,,,,,,,53.02,,,,,,,,48.32,41.03,,,,,,47.93,,,,,51.99,,60.84,62.52,,
2019,4,すゑひろがりず,637,44.76,637.0,91.0,10,7,645.8,645.8,92.26,,,,,,89.0,,,,,,,,92.0,92.0,,,,,,90.0,,,,,91.0,,91.0,92.0,,,,,,,,90.8,,,,,,,,92.4,93.9,,,,,,91.5,,,,,92.6,,92.6,92.0,,,,,,,,45.47,,,,,,,,48.32,41.03,,,,,,43.8,,,,,42.04,,44.9,50.0,,
2019,5,からし蓮根,639,45.95,639.0,91.29,10,7,645.8,645.8,92.26,,,,,,90.0,,,,,,,,93.0,94.0,,,,,,90.0,,,,,93.0,,90.0,89.0,,,,,,,,90.8,,,,,,,,92.4,93.9,,,,,,91.5,,,,,92.6,,92.6,92.0,,,,,,,,47.98,,,,,,,,52.53,50.47,,,,,,43.8,,,,,51.99,,41.71,40.61,,
2019,6,見取り図,649,51.91,649.0,92.71,10,7,645.8,645.8,92.26,,,,,,91.0,,,,,,,,94.0,94.0,,,,,,91.0,,,,,93.0,,92.0,94.0,,,,,,,,90.8,,,,,,,,92.4,93.9,,,,,,91.5,,,,,92.6,,92.6,92.0,,,,,,,,50.5,,,,,,,,56.74,50.47,,,,,,47.93,,,,,51.99,,48.09,56.26,,
2019,7,ミルクボーイ,681,70.96,681.0,97.29,10,7,645.8,645.8,92.26,,,,,,97.0,,,,,,,,97.0,98.0,,,,,,97.0,,,,,96.0,,99.0,97.0,,,,,,,,90.8,,,,,,,,92.4,93.9,,,,,,91.5,,,,,92.6,,92.6,92.0,,,,,,,,65.62,,,,,,,,69.37,69.35,,,,,,72.74,,,,,66.92,,70.4,65.66,,
2019,8,オズワルド,638,45.35,638.0,91.14,10,7,645.8,645.8,92.26,,,,,,90.0,,,,,,,,91.0,94.0,,,,,,91.0,,,,,94.0,,89.0,89.0,,,,,,,,90.8,,,,,,,,92.4,93.9,,,,,,91.5,,,,,92.6,,92.6,92.0,,,,,,,,47.98,,,,,,,,44.1,50.47,,,,,,47.93,,,,,56.97,,38.52,40.61,,
2019,9,インディアンス,632,41.78,632.0,90.29,10,7,645.8,645.8,92.26,,,,,,88.0,,,,,,,,92.0,94.0,,,,,,90.0,,,,,92.0,,89.0,87.0,,,,,,,,90.8,,,,,,,,92.4,93.9,,,,,,91.5,,,,,92.6,,92.6,92.0,,,,,,,,42.95,,,,,,,,48.32,50.47,,,,,,43.8,,,,,47.01,,38.52,34.34,,
2019,10,ぺこぱ,654,54.88,654.0,93.43,10,7,645.8,645.8,92.26,,,,,,94.0,,,,,,,,93.0,96.0,,,,,,94.0,,,,,92.0,,94.0,91.0,,,,,,,,90.8,,,,,,,,92.4,93.9,,,,,,91.5,,,,,92.6,,92.6,92.0,,,,,,,,58.06,,,,,,,,52.53,59.91,,,,,,60.34,,,,,47.01,,54.46,46.87,,
2020,1,インディアンス,625,41.17,625.0,89.29,10,7,636.8,636.8,90.97,,,,,,90.0,,,,,,,,89.0,93.0,,,,,,89.0,,,,,90.0,,85.0,89.0,,,,,,,,89.9,,,,,,,,88.6,93.1,,,,,,91.4,,,,,92.1,,90.5,91.2,,,,,,,,50.34,,,,,,,,52.37,49.04,,,,,,36.24,,,,,41.49,,36.83,42.39,,
2020,2,東京ホテイソン,617,35.18,617.0,88.14,10,7,636.8,636.8,90.97,,,,,,86.0,,,,,,,,86.0,92.0,,,,,,91.0,,,,,88.0,,85.0,89.0,,,,,,,,89.9,,,,,,,,88.6,93.1,,,,,,91.4,,,,,92.1,,90.5,91.2,,,,,,,,36.62,,,,,,,,34.57,39.46,,,,,,47.71,,,,,33.39,,36.83,42.39,,
2020,3,ニューヨーク,642,53.89,642.0,91.71,10,7,636.8,636.8,90.97,,,,,,92.0,,,,,,,,88.0,94.0,,,,,,93.0,,,,,91.0,,93.0,91.0,,,,,,,,89.9,,,,,,,,88.6,93.1,,,,,,91.4,,,,,92.1,,90.5,91.2,,,,,,,,57.21,,,,,,,,46.44,58.62,,,,,,59.18,,,,,45.54,,55.98,49.31,,
